"id","ball_num","base_num","subseq_num","frequency"
1529,3,5,37,2
1530,3,6,5,1
1531,3,6,6,2
1532,3,6,11,1
1533,3,6,13,1
1534,3,6,14,2
1535,3,6,15,1
1536,3,6,16,1
1537,3,6,17,2
1538,3,6,18,1
1539,3,6,19,1
1540,3,6,20,2
1541,3,6,21,6
1542,3,6,22,3
1543,3,6,23,2
1544,3,6,25,5
1545,3,6,26,1
1546,3,6,28,1
1547,3,6,30,1
1548,3,6,31,1
1549,3,6,32,1
1550,3,6,33,1
1551,3,6,34,4
1552,3,6,35,1
1553,3,6,40,1
1554,3,7,6,1
1555,3,7,9,1
1556,3,7,10,2
1557,3,7,11,3
1558,3,7,12,2
1559,3,7,13,2
1560,3,7,14,1
1561,3,7,15,1
1562,3,7,16,2
1563,3,7,17,1
1564,3,7,18,4
1565,3,7,20,1
1566,3,7,21,4
1567,3,7,22,1
1568,3,7,23,5
1569,3,7,24,4
1570,3,7,25,8
1571,3,7,26,5
1572,3,7,27,3
1573,3,7,29,3
1574,3,7,30,1
1575,3,7,32,1
1576,3,7,33,1
1577,3,7,34,1
1578,3,7,35,1
1579,3,7,37,2
1580,3,7,38,1
1581,3,8,5,1
1582,3,8,7,1
1583,3,8,9,2
1584,3,8,10,1
1585,3,8,11,3
1586,3,8,12,2
1587,3,8,13,2
1588,3,8,14,1
1589,3,8,15,2
1590,3,8,16,1
1591,3,8,17,3
1592,3,8,18,5
1593,3,8,19,6
1594,3,8,20,7
1595,3,8,21,3
1596,3,8,22,3
1597,3,8,23,2
1598,3,8,24,2
1599,3,8,25,1
1600,3,8,26,3
1601,3,8,28,2
1602,3,8,29,1
1603,3,8,30,3
1604,3,8,31,3
1605,3,8,32,1
1606,3,8,33,2
1607,3,8,35,2
1608,3,8,36,1
1609,3,9,5,1
1610,3,9,7,1
1611,3,9,8,2
1612,3,9,9,1
1613,3,9,10,2
1614,3,9,12,2
1615,3,9,13,3
1616,3,9,14,4
1617,3,9,15,1
1618,3,9,16,1
1619,3,9,17,2
1620,3,9,18,4
1621,3,9,19,5
1622,3,9,20,4
1623,3,9,21,3
1624,3,9,22,3
1625,3,9,23,2
1626,3,9,24,3
1627,3,9,25,3
1628,3,9,26,2
1629,3,9,27,6
1630,3,9,28,2
1631,3,9,29,5
1632,3,9,30,2
1633,3,9,31,1
1634,3,9,32,3
1635,3,9,33,4
1636,3,9,34,3
1637,3,9,36,1
1638,3,9,38,3
1639,3,9,45,1
1640,3,10,5,1
1641,3,10,7,1
1642,3,10,8,4
1643,3,10,9,3
1644,3,10,10,2
1645,3,10,11,1
1646,3,10,12,3
1647,3,10,13,2
1648,3,10,14,4
1649,3,10,15,7
1650,3,10,16,1
1651,3,10,17,3
1652,3,10,18,2
1653,3,10,19,3
1654,3,10,20,6
1655,3,10,21,4
1656,3,10,22,3
1657,3,10,23,8
1658,3,10,24,4
1659,3,10,26,3
1660,3,10,27,2
1661,3,10,28,5
1662,3,10,29,2
1663,3,10,30,3
1664,3,10,31,6
1665,3,10,34,2
1666,3,10,35,2
1667,3,10,36,1
1668,3,10,37,3
1669,3,10,38,1
1670,3,11,7,3
1671,3,11,8,1
1672,3,11,9,4
1673,3,11,10,4
1674,3,11,11,6
1675,3,11,12,3
1676,3,11,13,5
1677,3,11,14,5
1678,3,11,15,3
1679,3,11,16,3
1680,3,11,17,1
1681,3,11,18,1
1682,3,11,19,4
1683,3,11,20,2
1684,3,11,21,10
1685,3,11,22,4
1686,3,11,23,4
1687,3,11,24,4
1688,3,11,25,4
1689,3,11,26,4
1690,3,11,27,1
1691,3,11,28,5
1692,3,11,30,5
1693,3,11,31,1
1694,3,11,32,4
1695,3,11,33,4
1696,3,11,34,2
1697,3,11,36,1
1698,3,11,37,1
1699,3,11,38,1
1700,3,11,39,1
1701,3,11,41,1
1702,3,11,43,1
1703,3,11,44,1
1704,3,12,4,1
1705,3,12,5,1
1706,3,12,7,1
1707,3,12,8,1
1708,3,12,9,3
1709,3,12,10,1
1710,3,12,11,1
1711,3,12,12,2
1712,3,12,13,2
1713,3,12,14,1
1714,3,12,15,5
1715,3,12,16,5
1716,3,12,17,4
1717,3,12,18,3
1718,3,12,19,5
1719,3,12,20,1
1720,3,12,21,9
1721,3,12,22,8
1722,3,12,23,9
1723,3,12,24,5
1724,3,12,25,7
1725,3,12,26,5
1726,3,12,27,5
1727,3,12,28,2
1728,3,12,29,1
1729,3,12,30,3
1730,3,12,31,6
1731,3,12,32,6
1732,3,12,33,2
1733,3,12,34,1
1734,3,12,35,2
1735,3,12,36,3
1736,3,12,37,3
1737,3,12,39,2
1738,3,12,40,1
1739,3,13,7,2
1740,3,13,8,3
1741,3,13,9,1
1742,3,13,10,2
1743,3,13,11,5
1744,3,13,12,2
1745,3,13,13,5
1746,3,13,14,2
1747,3,13,15,4
1748,3,13,16,3
1749,3,13,17,7
1750,3,13,18,7
1751,3,13,19,5
1752,3,13,20,4
1753,3,13,21,5
1754,3,13,22,4
1755,3,13,23,9
1756,3,13,24,4
1757,3,13,25,9
1758,3,13,26,6
1759,3,13,27,3
1760,3,13,28,5
1761,3,13,29,5
1762,3,13,30,3
1763,3,13,31,5
1764,3,13,32,6
1765,3,13,33,3
1766,3,13,35,2
1767,3,13,36,3
1768,3,13,38,1
1769,3,13,41,2
1770,3,13,43,1
1771,3,14,5,1
1772,3,14,6,1
1773,3,14,7,1
1774,3,14,8,2
1775,3,14,9,2
1776,3,14,10,1
1777,3,14,11,5
1778,3,14,12,3
1779,3,14,13,4
1780,3,14,14,2
1781,3,14,15,6
1782,3,14,16,9
1783,3,14,17,2
1784,3,14,18,5
1785,3,14,19,4
1786,3,14,20,7
1787,3,14,21,4
1788,3,14,22,10
1789,3,14,23,1
1790,3,14,24,8
1791,3,14,25,4
1792,3,14,26,3
1793,3,14,27,9
1794,3,14,28,5
1795,3,14,29,8
1796,3,14,30,3
1797,3,14,31,1
1798,3,14,32,2
1799,3,14,33,1
1800,3,14,34,1
1801,3,14,35,2
1802,3,14,39,1
1803,3,14,40,1
1804,3,14,41,3
1805,3,14,43,1
1806,3,15,3,1
1807,3,15,4,1
1808,3,15,5,1
1809,3,15,6,1
1810,3,15,7,3
1811,3,15,8,3
1812,3,15,9,5
1813,3,15,10,7
1814,3,15,11,5
1815,3,15,12,4
1816,3,15,13,5
1817,3,15,14,3
1818,3,15,15,7
1819,3,15,16,5
1820,3,15,17,6
1821,3,15,18,2
1822,3,15,19,12
1823,3,15,20,9
1824,3,15,21,7
1825,3,15,22,7
1826,3,15,23,4
1827,3,15,24,5
1828,3,15,25,4
1829,3,15,26,7
1830,3,15,27,4
1831,3,15,28,2
1832,3,15,29,5
1833,3,15,30,4
1834,3,15,31,5
1835,3,15,32,4
1836,3,15,33,3
1837,3,15,34,3
1838,3,15,35,2
1839,3,15,36,3
1840,3,15,37,2
1841,3,15,38,2
1842,3,15,39,1
1843,3,16,7,4
1844,3,16,8,2
1845,3,16,9,2
1846,3,16,10,4
1847,3,16,11,4
1848,3,16,12,3
1849,3,16,13,2
1850,3,16,14,4
1851,3,16,15,4
1852,3,16,16,8
1853,3,16,17,10
1854,3,16,18,8
1855,3,16,19,6
1856,3,16,20,8
1857,3,16,21,9
1858,3,16,22,5
1859,3,16,23,9
1860,3,16,24,7
1861,3,16,25,8
1862,3,16,26,4
1863,3,16,27,6
1864,3,16,28,4
1865,3,16,29,7
1866,3,16,30,4
1867,3,16,31,3
1868,3,16,32,4
1869,3,16,33,3
1870,3,16,34,2
1871,3,16,35,2
1872,3,16,37,2
1873,3,16,38,2
1874,3,16,40,3
1875,3,16,41,2
1876,3,17,4,1
1877,3,17,5,1
1878,3,17,6,2
1879,3,17,7,4
1880,3,17,8,2
1881,3,17,9,7
1882,3,17,10,5
1883,3,17,11,1
1884,3,17,12,1
1885,3,17,13,6
1886,3,17,14,3
1887,3,17,15,6
1888,3,17,16,5
1889,3,17,17,7
1890,3,17,18,6
1891,3,17,19,8
1892,3,17,20,10
1893,3,17,21,3
1894,3,17,22,7
1895,3,17,23,7
1896,3,17,24,8
1897,3,17,25,11
1898,3,17,26,4
1899,3,17,27,6
1900,3,17,28,2
1901,3,17,29,7
1902,3,17,30,10
1903,3,17,31,5
1904,3,17,32,4
1905,3,17,33,3
1906,3,17,34,1
1907,3,17,35,2
1908,3,17,36,3
1909,3,17,37,3
1910,3,17,39,1
1911,3,17,40,1
1912,3,18,4,1
1913,3,18,6,2
1914,3,18,7,3
1915,3,18,9,2
1916,3,18,10,5
1917,3,18,11,4
1918,3,18,12,6
1919,3,18,13,6
1920,3,18,14,6
1921,3,18,15,7
1922,3,18,16,7
1923,3,18,17,5
1924,3,18,18,6
1925,3,18,19,13
1926,3,18,20,5
1927,3,18,21,6
1928,3,18,22,13
1929,3,18,23,3
1930,3,18,24,5
1931,3,18,25,12
1932,3,18,26,4
1933,3,18,27,7
1934,3,18,28,5
1935,3,18,29,4
1936,3,18,30,3
1937,3,18,31,6
1938,3,18,32,5
1939,3,18,33,5
1940,3,18,34,4
1941,3,18,35,2
1942,3,18,36,6
1943,3,18,37,1
1944,3,18,38,2
1945,3,18,39,1
1946,3,18,40,1
1947,3,19,3,1
1948,3,19,7,3
1949,3,19,8,4
1950,3,19,9,3
1951,3,19,10,5
1952,3,19,11,1
1953,3,19,12,6
1954,3,19,13,4
1955,3,19,14,9
1956,3,19,15,7
1957,3,19,16,10
1958,3,19,17,5
1959,3,19,18,8
1960,3,19,19,6
1961,3,19,20,14
1962,3,19,21,12
1963,3,19,22,6
1964,3,19,23,13
1965,3,19,24,6
1966,3,19,25,9
1967,3,19,26,6
1968,3,19,27,4
1969,3,19,28,5
1970,3,19,29,4
1971,3,19,30,6
1972,3,19,31,8
1973,3,19,32,7
1974,3,19,33,3
1975,3,19,34,7
1976,3,19,36,2
1977,3,19,37,1
1978,3,19,38,3
1979,3,19,39,1
1980,3,19,40,1
1981,3,20,6,4
1982,3,20,7,2
1983,3,20,8,5
1984,3,20,9,3
1985,3,20,10,3
1986,3,20,11,4
1987,3,20,12,2
1988,3,20,13,7
1989,3,20,14,2
1990,3,20,15,5
1991,3,20,16,5
1992,3,20,17,9
1993,3,20,18,7
1994,3,20,19,10
1995,3,20,20,8
1996,3,20,21,9
1997,3,20,22,7
1998,3,20,23,12
1999,3,20,24,5
2000,3,20,25,5
2001,3,20,26,6
2002,3,20,27,7
2003,3,20,28,9
2004,3,20,29,5
2005,3,20,30,5
2006,3,20,31,2
2007,3,20,32,6
2008,3,20,34,8
2009,3,20,35,4
2010,3,20,36,2
2011,3,20,37,3
2012,3,20,38,3
2013,3,20,39,2
2014,3,20,40,1
2015,3,20,41,2
2016,3,21,5,2
2017,3,21,6,2
2018,3,21,7,5
2019,3,21,8,3
2020,3,21,9,4
2021,3,21,10,4
2022,3,21,11,8
2023,3,21,12,8
2024,3,21,13,5
2025,3,21,14,6
2026,3,21,15,7
2027,3,21,16,11
2028,3,21,17,15
2029,3,21,18,8
2030,3,21,19,7
2031,3,21,20,5
2032,3,21,21,10
2033,3,21,22,9
2034,3,21,23,12
2035,3,21,24,9
2036,3,21,25,6
2037,3,21,26,9
2038,3,21,27,8
2039,3,21,28,7
2040,3,21,29,7
2041,3,21,30,3
2042,3,21,31,6
2043,3,21,33,3
2044,3,21,35,1
2045,3,21,36,1
2046,3,21,37,1
2047,3,21,38,3
2048,3,21,40,1
2049,3,21,41,1
2050,3,21,42,1
2051,3,22,5,1
2052,3,22,6,3
2053,3,22,7,1
2054,3,22,8,3
2055,3,22,9,5
2056,3,22,10,3
2057,3,22,11,8
2058,3,22,12,7
2059,3,22,13,7
2060,3,22,14,6
2061,3,22,15,7
2062,3,22,16,7
2063,3,22,17,9
2064,3,22,18,12
2065,3,22,19,4
2066,3,22,20,4
2067,3,22,21,12
2068,3,22,22,7
2069,3,22,23,11
2070,3,22,24,10
2071,3,22,25,8
2072,3,22,26,7
2073,3,22,27,7
2074,3,22,28,1
2075,3,22,29,8
2076,3,22,30,7
2077,3,22,31,8
2078,3,22,32,4
2079,3,22,33,4
2080,3,22,34,3
2081,3,22,35,4
2082,3,22,36,3
2083,3,22,37,2
2084,3,22,40,3
2085,3,22,41,1
2086,3,22,42,1
2087,3,23,6,6
2088,3,23,7,6
2089,3,23,8,2
2090,3,23,9,3
2091,3,23,10,7
2092,3,23,11,7
2093,3,23,12,5
2094,3,23,13,2
2095,3,23,14,4
2096,3,23,15,3
2097,3,23,16,8
2098,3,23,17,6
2099,3,23,18,8
2100,3,23,19,10
2101,3,23,20,8
2102,3,23,21,12
2103,3,23,22,10
2104,3,23,23,8
2105,3,23,24,8
2106,3,23,25,5
2107,3,23,26,9
2108,3,23,27,8
2109,3,23,28,6
2110,3,23,29,6
2111,3,23,30,2
2112,3,23,31,3
2113,3,23,32,1
2114,3,23,33,6
2115,3,23,34,6
2116,3,23,35,3
2117,3,23,36,5
2118,3,23,37,2
2119,3,23,39,1
2120,3,23,40,1
2121,3,23,41,1
2122,3,24,3,1
2123,3,24,4,1
2124,3,24,6,1
2125,3,24,7,2
2126,3,24,8,5
2127,3,24,9,3
2128,3,24,10,3
2129,3,24,11,9
2130,3,24,12,10
2131,3,24,13,8
2132,3,24,14,4
2133,3,24,15,6
2134,3,24,16,11
2135,3,24,17,6
2136,3,24,18,3
2137,3,24,19,11
2138,3,24,20,5
2139,3,24,21,8
2140,3,24,22,7
2141,3,24,23,6
2142,3,24,24,6
2143,3,24,25,5
2144,3,24,26,8
2145,3,24,27,2
2146,3,24,28,6
2147,3,24,29,7
2148,3,24,30,3
2149,3,24,31,2
2150,3,24,32,7
2151,3,24,34,3
2152,3,24,35,3
2153,3,24,36,7
2154,3,24,37,1
2155,3,24,38,2
2156,3,24,40,1
2157,3,24,41,1
2158,3,24,42,1
2159,3,25,5,3
2160,3,25,6,2
2161,3,25,7,5
2162,3,25,8,1
2163,3,25,9,4
2164,3,25,10,1
2165,3,25,11,8
2166,3,25,12,3
2167,3,25,13,4
2168,3,25,14,8
2169,3,25,15,9
2170,3,25,16,4
2171,3,25,17,6
2172,3,25,18,3
2173,3,25,19,4
2174,3,25,20,5
2175,3,25,21,10
2176,3,25,22,8
2177,3,25,23,4
2178,3,25,24,4
2179,3,25,25,9
2180,3,25,26,6
2181,3,25,27,9
2182,3,25,28,8
2183,3,25,29,9
2184,3,25,30,1
2185,3,25,31,5
2186,3,25,32,5
2187,3,25,33,9
2188,3,25,34,2
2189,3,25,35,3
2190,3,25,36,3
2191,3,25,37,4
2192,3,25,38,3
2193,3,25,39,2
2194,3,25,40,2
2195,3,25,41,1
2196,3,26,6,2
2197,3,26,7,3
2198,3,26,8,2
2199,3,26,9,4
2200,3,26,10,3
2201,3,26,11,2
2202,3,26,12,5
2203,3,26,13,8
2204,3,26,14,5
2205,3,26,15,4
2206,3,26,16,4
2207,3,26,17,3
2208,3,26,18,11
2209,3,26,19,7
2210,3,26,20,1
2211,3,26,21,4
2212,3,26,22,8
2213,3,26,23,6
2214,3,26,24,8
2215,3,26,25,6
2216,3,26,26,10
2217,3,26,27,4
2218,3,26,28,5
2219,3,26,29,4
2220,3,26,30,7
2221,3,26,31,1
2222,3,26,32,6
2223,3,26,33,5
2224,3,26,34,3
2225,3,26,35,3
2226,3,26,37,2
2227,3,26,38,3
2228,3,26,40,2
2229,3,27,5,1
2230,3,27,6,2
2231,3,27,7,1
2232,3,27,8,3
2233,3,27,9,2
2234,3,27,10,4
2235,3,27,11,3
2236,3,27,12,4
2237,3,27,13,3
2238,3,27,14,4
2239,3,27,15,4
2240,3,27,16,4
2241,3,27,17,8
2242,3,27,18,9
2243,3,27,19,4
2244,3,27,20,9
2245,3,27,21,7
2246,3,27,22,6
2247,3,27,23,4
2248,3,27,24,7
2249,3,27,25,4
2250,3,27,26,3
2251,3,27,27,6
2252,3,27,28,8
2253,3,27,29,6
2254,3,27,30,4
2255,3,27,31,2
2256,3,27,32,3
2257,3,27,34,2
2258,3,27,35,5
2259,3,27,36,3
2260,3,27,37,3
2261,3,27,38,1
2262,3,27,41,1
2263,3,27,42,2
2264,3,27,44,1
2265,3,28,3,1
2266,3,28,5,2
2267,3,28,6,1
2268,3,28,7,2
2269,3,28,8,1
2270,3,28,9,1
2271,3,28,10,3
2272,3,28,11,1
2273,3,28,12,4
2274,3,28,13,5
2275,3,28,14,6
2276,3,28,15,10
2277,3,28,16,4
2278,3,28,17,3
2279,3,28,18,5
2280,3,28,19,11
2281,3,28,20,6
2282,3,28,21,6
2283,3,28,22,8
2284,3,28,23,6
2285,3,28,24,5
2286,3,28,25,3
2287,3,28,26,4
2288,3,28,27,3
2289,3,28,28,4
2290,3,28,29,5
2291,3,28,30,3
2292,3,28,31,2
2293,3,28,32,3
2294,3,28,33,3
2295,3,28,34,3
2296,3,28,36,3
2297,3,28,37,1
2298,3,28,41,1
2299,3,29,5,1
2300,3,29,6,3
2301,3,29,7,2
2302,3,29,8,2
2303,3,29,9,2
2304,3,29,10,4
2305,3,29,11,5
2306,3,29,12,3
2307,3,29,13,1
2308,3,29,14,5
2309,3,29,15,5
2310,3,29,16,7
2311,3,29,17,6
2312,3,29,18,7
2313,3,29,19,5
2314,3,29,20,11
2315,3,29,21,3
2316,3,29,22,5
2317,3,29,23,2
2318,3,29,24,9
2319,3,29,25,4
2320,3,29,26,5
2321,3,29,27,5
2322,3,29,28,4
2323,3,29,29,3
2324,3,29,30,6
2325,3,29,31,1
2326,3,29,32,3
2327,3,29,33,4
2328,3,29,34,3
2329,3,29,35,1
2330,3,29,36,2
2331,3,29,37,2
2332,3,29,39,2
2333,3,29,40,1
2334,3,29,41,1
2335,3,30,6,1
2336,3,30,7,2
2337,3,30,8,3
2338,3,30,9,1
2339,3,30,10,3
2340,3,30,11,3
2341,3,30,12,4
2342,3,30,13,3
2343,3,30,14,1
2344,3,30,15,7
2345,3,30,16,2
2346,3,30,17,3
2347,3,30,18,3
2348,3,30,19,5
2349,3,30,20,4
2350,3,30,21,4
2351,3,30,22,6
2352,3,30,23,5
2353,3,30,24,6
2354,3,30,25,7
2355,3,30,26,7
2356,3,30,27,6
2357,3,30,28,5
2358,3,30,29,1
2359,3,30,30,3
2360,3,30,31,5
2361,3,30,32,2
2362,3,30,33,1
2363,3,30,35,2
2364,3,30,36,3
2365,3,30,38,1
2366,3,30,39,1
2367,3,30,40,1
2368,3,30,42,1
2369,3,30,43,1
2370,3,31,4,2
2371,3,31,6,3
2372,3,31,7,2
2373,3,31,8,4
2374,3,31,9,2
2375,3,31,10,3
2376,3,31,12,2
2377,3,31,13,4
2378,3,31,14,9
2379,3,31,15,3
2380,3,31,16,2
2381,3,31,17,7
2382,3,31,18,3
2383,3,31,19,3
2384,3,31,20,7
2385,3,31,21,3
2386,3,31,22,9
2387,3,31,23,4
2388,3,31,24,5
2389,3,31,25,3
2390,3,31,26,2
2391,3,31,27,4
2392,3,31,28,3
2393,3,31,29,2
2394,3,31,30,3
2395,3,31,31,4
2396,3,31,32,3
2397,3,31,33,4
2398,3,31,34,1
2399,3,31,37,2
2400,3,31,38,2
2401,3,31,39,1
2402,3,32,6,1
2403,3,32,8,1
2404,3,32,12,4
2405,3,32,13,4
2406,3,32,14,3
2407,3,32,15,3
2408,3,32,16,4
2409,3,32,17,5
2410,3,32,18,5
2411,3,32,19,3
2412,3,32,20,6
2413,3,32,21,6
2414,3,32,22,6
2415,3,32,23,9
2416,3,32,24,2
2417,3,32,25,4
2418,3,32,26,3
2419,3,32,27,4
2420,3,32,28,4
2421,3,32,29,2
2422,3,32,30,2
2423,3,32,31,6
2424,3,32,32,4
2425,3,32,34,9
2426,3,32,36,1
2427,3,32,42,1
2428,3,33,6,1
2429,3,33,8,1
2430,3,33,9,1
2431,3,33,10,1
2432,3,33,11,2
2433,3,33,12,8
2434,3,33,13,5
2435,3,33,14,2
2436,3,33,15,4
2437,3,33,16,1
2438,3,33,17,4
2439,3,33,18,5
2440,3,33,19,7
2441,3,33,20,3
2442,3,33,21,1
2443,3,33,22,6
2444,3,33,23,1
2445,3,33,24,6
2446,3,33,25,4
2447,3,33,26,3
2448,3,33,27,2
2449,3,33,28,4
2450,3,33,29,6
2451,3,33,30,4
2452,3,33,31,1
2453,3,33,32,1
2454,3,33,33,1
2455,3,33,36,1
2456,3,33,40,1
2457,3,34,6,1
2458,3,34,8,2
2459,3,34,9,4
2460,3,34,10,1
2461,3,34,12,1
2462,3,34,13,2
2463,3,34,14,2
2464,3,34,15,3
2465,3,34,16,5
2466,3,34,17,5
2467,3,34,18,6
2468,3,34,19,2
2469,3,34,20,4
2470,3,34,21,5
2471,3,34,22,6
2472,3,34,23,3
2473,3,34,24,6
2474,3,34,25,3
2475,3,34,26,1
2476,3,34,27,3
2477,3,34,28,2
2478,3,34,29,1
2479,3,34,30,1
2480,3,34,31,1
2481,3,34,33,5
2482,3,34,34,1
2483,3,34,35,2
2484,3,34,36,3
2485,3,34,42,1
2486,3,35,6,1
2487,3,35,7,1
2488,3,35,8,1
2489,3,35,9,3
2490,3,35,10,1
2491,3,35,12,2
2492,3,35,13,2
2493,3,35,14,2
2494,3,35,15,2
2495,3,35,16,4
2496,3,35,17,3
2497,3,35,18,4
2498,3,35,19,4
2499,3,35,20,2
2500,3,35,21,2
2501,3,35,23,1
2502,3,35,24,3
2503,3,35,25,4
2504,3,35,26,1
2505,3,35,27,2
2506,3,35,29,1
2507,3,35,31,2
2508,3,35,32,3
2509,3,35,33,2
2510,3,35,34,1
2511,3,35,35,1
2512,3,35,36,1
2513,3,35,43,1
2514,3,36,8,2
2515,3,36,9,1
2516,3,36,10,2
2517,3,36,11,1
2518,3,36,12,1
2519,3,36,13,5
2520,3,36,14,3
2521,3,36,16,3
2522,3,36,17,3
2523,3,36,18,1
2524,3,36,19,7
2525,3,36,20,3
2526,3,36,21,2
2527,3,36,22,5
2528,3,36,23,4
2529,3,36,24,4
2530,3,36,25,3
2531,3,36,26,1
2532,3,36,27,4
2533,3,36,28,1
2534,3,36,29,2
2535,3,36,31,3
2536,3,36,32,1
2537,3,36,34,1
2538,3,36,35,1
2539,3,36,39,1
2540,3,37,7,1
2541,3,37,10,1
2542,3,37,12,1
2543,3,37,15,2
2544,3,37,16,3
2545,3,37,17,2
2546,3,37,18,2
2547,3,37,19,1
2548,3,37,20,1
2549,3,37,21,4
2550,3,37,22,1
2551,3,37,23,2
2552,3,37,25,4
2553,3,37,26,4
2554,3,37,27,1
2555,3,37,28,4
2556,3,37,29,3
2557,3,37,30,4
2558,3,37,33,1
2559,3,37,35,1
2560,3,37,39,1
2561,3,37,40,1
2562,3,38,11,1
2563,3,38,13,2
2564,3,38,14,1
2565,3,38,15,1
2566,3,38,16,1
2567,3,38,18,3
2568,3,38,19,1
2569,3,38,20,3
2570,3,38,22,3
2571,3,38,23,4
2572,3,38,24,2
2573,3,38,25,1
2574,3,38,27,1
2575,3,38,29,1
2576,3,38,30,1
2577,3,38,31,2
2578,3,38,33,2
2579,3,38,34,1
2580,3,38,35,1
2581,3,38,37,1
2582,3,38,39,1
2583,3,38,40,1
2584,3,39,8,1
2585,3,39,10,2
2586,3,39,12,2
2587,3,39,14,2
2588,3,39,15,2
2589,3,39,16,1
2590,3,39,21,1
2591,3,39,23,1
2592,3,39,24,1
2593,3,39,25,1
2594,3,39,26,1
2595,3,39,29,1
2596,3,39,30,2
2597,3,39,32,1
2598,3,39,36,1
2599,3,39,39,1
2600,3,40,11,1
2601,3,40,14,1
2602,3,40,15,2
2603,3,40,16,1
2604,3,40,17,1
2605,3,40,18,3
2606,3,40,20,1
2607,3,40,21,2
2608,3,40,22,1
2609,3,40,24,1
2610,3,40,26,2
2611,3,40,27,1
2612,3,40,30,1
2613,3,40,31,2
2614,3,40,32,1
2615,3,40,33,1
2616,3,40,35,1
2617,3,40,36,1
2618,3,40,38,1
2619,3,40,40,1
2620,3,41,10,2
2621,3,41,11,1
2622,3,41,12,1
2623,3,41,19,4
2624,3,41,23,2
2625,3,41,24,1
2626,3,41,25,1
2627,3,41,28,2
2628,3,41,29,1
2629,3,41,31,1
2630,3,41,33,1
2631,3,41,34,1
2632,3,42,13,1
2633,3,42,15,2
2634,3,42,17,1
2635,3,42,22,1
2636,3,42,23,2
2637,3,42,24,1
2638,3,43,4,1
2639,3,43,19,1
2640,3,43,20,1
2641,3,43,22,1
2642,3,43,37,1
2643,3,44,16,1
2644,3,44,34,1
2645,3,45,20,1
2646,4,4,15,1
2647,4,4,23,1
2648,4,6,18,1
2649,4,7,22,1
2650,4,7,35,1
2651,4,7,37,1
2652,4,7,41,1
2653,4,7,43,1
2654,4,8,17,1
2655,4,8,20,1
2656,4,8,24,1
2657,4,8,26,2
2658,4,8,28,1
2659,4,8,29,1
2660,4,8,30,1
2661,4,8,31,1
2662,4,8,34,1
2663,4,8,44,1
2664,4,9,19,1
2665,4,9,21,1
2666,4,9,23,1
2667,4,9,25,1
2668,4,9,26,1
2669,4,9,29,1
2670,4,9,30,1
2671,4,9,31,1
2672,4,9,34,1
2673,4,9,36,1
2674,4,9,38,4
2675,4,9,41,1
2676,4,10,11,1
2677,4,10,15,1
2678,4,10,18,1
2679,4,10,21,1
2680,4,10,22,1
2681,4,10,25,1
2682,4,10,26,3
2683,4,10,27,2
2684,4,10,29,1
2685,4,10,30,1
2686,4,10,31,1
2687,4,10,32,2
2688,4,10,35,1
2689,4,10,36,2
2690,4,10,37,1
2691,4,10,40,1
2692,4,10,47,1
2693,4,11,8,1
2694,4,11,14,1
2695,4,11,16,1
2696,4,11,17,1
2697,4,11,21,1
2698,4,11,22,2
2699,4,11,24,2
2700,4,11,25,1
2701,4,11,26,2
2702,4,11,27,2
2703,4,11,29,1
2704,4,11,30,4
2705,4,11,31,1
2706,4,11,32,4
2707,4,11,33,3
2708,4,11,34,1
2709,4,11,38,2
2710,4,11,40,1
2711,4,11,41,1
2712,4,11,42,1
2713,4,11,44,1
2714,4,12,7,1
2715,4,12,15,2
2716,4,12,16,1
2717,4,12,18,2
2718,4,12,20,1
2719,4,12,21,2
2720,4,12,24,1
2721,4,12,25,1
2722,4,12,26,1
2723,4,12,27,1
2724,4,12,28,2
2725,4,12,30,3
2726,4,12,31,1
2727,4,12,33,2
2728,4,12,34,3
2729,4,12,35,2
2730,4,12,36,2
2731,4,12,37,3
2732,4,12,45,1
2733,4,13,11,1
2734,4,13,12,1
2735,4,13,16,1
2736,4,13,19,1
2737,4,13,20,1
2738,4,13,21,2
2739,4,13,25,2
2740,4,13,26,2
2741,4,13,27,1
2742,4,13,28,1
2743,4,13,29,1
2744,4,13,30,1
2745,4,13,31,4
2746,4,13,32,1
2747,4,13,33,2
2748,4,13,35,2
2749,4,13,37,1
2750,4,13,38,1
2751,4,13,40,3
2752,4,14,12,1
2753,4,14,18,1
2754,4,14,19,2
2755,4,14,22,5
2756,4,14,24,3
2757,4,14,25,3
2758,4,14,26,1
2759,4,14,27,2
2760,4,14,28,5
2761,4,14,29,1
2762,4,14,30,1
2763,4,14,31,1
2764,4,14,32,2
2765,4,14,34,3
2766,4,14,35,2
2767,4,14,36,1
2768,4,14,37,3
2769,4,14,38,1
2770,4,14,39,1
2771,4,14,40,2
2772,4,14,41,1
2773,4,14,42,2
2774,4,14,43,1
2775,4,15,9,1
2776,4,15,11,1
2777,4,15,14,1
2778,4,15,16,2
2779,4,15,17,1
2780,4,15,18,2
2781,4,15,20,1
2782,4,15,22,2
2783,4,15,23,1
2784,4,15,24,1
2785,4,15,26,1
2786,4,15,27,4
2787,4,15,28,1
2788,4,15,29,1
2789,4,15,30,2
2790,4,15,31,4
2791,4,15,32,3
2792,4,15,33,1
2793,4,15,34,2
2794,4,15,35,2
2795,4,15,36,1
2796,4,15,37,5
2797,4,15,38,3
2798,4,15,40,4
